ipo_date,ticker,company_name,offer_price,Current,first_day_return_pct,scrape_year,underpricing,first_day_close,sector,industry,exchange,risk_factors_path,mda_path,full_text_path
2021-12-13,BRKH,BurTech Acquisition Corp.,10.0,$13.09,30.9,2021,0.309,13.09,,,,,,
2021-12-10,ATEK,Athena Technology Acquisition Corp. II,10.0,$11.33,17.7,2021,0.177,11.77,,,,data/raw/s1_filings/ATEK_2021-12-10_risk_factors.txt,data/raw/s1_filings/ATEK_2021-12-10_mda.txt,data/raw/s1_filings/ATEK_2021-12-10.txt
2021-12-10,FRBN,Forbion European Acquisition Corp.,10.0,$21.13,116.95,2021,1.1695,21.695,,,,,,
2021-12-10,FXCO,Financial Strategies Acquisition Corp.,10.0,-,,2021,,,,,,,,
2021-12-10,GFGD,Growth For Good Acquisition Corporation,10.0,$10.53,5.3,2021,0.053,10.53,,,,,,
2021-12-10,HAIA,Healthcare AI Acquisition Corp.,10.0,-,,2021,,,,,,,,
2021-12-10,PORT,Southport Acquisition Corporation,10.0,$11.19,11.9,2021,0.119,11.19,,,,,,
2021-12-10,TCOA,Trajectory Alpha Acquisition Corp.,10.0,-,,2021,,,,,,,,
2021-12-10,XPDB,Power & Digital Infrastructure Acquisition II Corp.,10.0,$19.40,94.0,2021,0.94,19.4,,,,,,
2021-12-09,GGAA,Genesis Growth Tech Acquisition Corp.,10.0,-,,2021,,,,,,,,
2021-12-09,HCP,"HashiCorp, Inc.",80.0,$34.78,-56.53,2021,-0.5653,34.776,,,,,,
2021-12-09,HORI,Emerging Markets Horizon Corp.,10.0,$10.40,4.0,2021,0.04,10.4,,,,,,
2021-12-09,IGTA,Inception Growth Acquisition Limited,10.0,$11.52,15.2,2021,0.152,11.52,,,,data/raw/s1_filings/IGTA_2021-12-09_risk_factors.txt,data/raw/s1_filings/IGTA_2021-12-09_mda.txt,data/raw/s1_filings/IGTA_2021-12-09.txt
2021-12-09,NRSN,NeuroSense Therapeutics Ltd.,6.0,$0.78,-87.19,2021,-0.8719,0.7686,,,,,,
2021-12-09,NU,Nu Holdings Ltd.,9.0,$14.72,61.22,2021,0.6122,14.5098,,,,,,
2021-12-09,RJAC,Jackson Acquisition Company,10.0,$10.39,3.9,2021,0.039,10.39,,,,,,
2021-12-09,SCUA,Sculptor Acquisition Corp. I,10.0,$10.52,5.2,2021,0.052,10.52,,,,,,
2021-12-09,TGAA,Target Global Acquisition I Corp.,10.0,$11.37,13.7,2021,0.1369999999999999,11.37,,,,,,
2021-12-09,WEL,Integrated Wellness Acquisition Corp.,10.0,$11.86,18.6,2021,0.186,11.86,,,,,,
2021-12-08,CING,Cingulate Inc.,6.0,$5.25,-8.83,2021,-0.0883,5.4702,,,,data/raw/s1_filings/CING_2021-12-08_risk_factors.txt,data/raw/s1_filings/CING_2021-12-08_mda.txt,data/raw/s1_filings/CING_2021-12-08.txt
2021-12-08,REFI,"Chicago Atlantic Real Estate Finance, Inc.",16.0,$12.24,-24.06,2021,-0.2405999999999999,12.1504,,,,,,
2021-12-07,APXI,APx Acquisition Corp. I,10.0,$11.90,19.0,2021,0.19,11.9,,,,,,
2021-12-07,DAOO,Crypto 1 Acquisition Corp.,10.0,$10.13,1.3,2021,0.013,10.13,,,,,,
2021-12-07,GLLI,Globalink Investment Inc.,10.0,$10.81,8.1,2021,0.081,10.81,,,,,,
2021-12-07,JWAC,Jupiter Wellness Acquisition Corp.,10.0,$5.65,-43.5,2021,-0.435,5.65,,,,,,
2021-12-07,MTVC,Motive Capital Corp II,10.0,$10.51,5.1,2021,0.051,10.51,,,,,,
2021-12-03,BIOS,BioPlus Acquisition Corp.,10.0,$10.80,7.95,2021,0.0795,10.794999999999998,,,,,,
2021-12-03,BOCN,Blue Ocean Acquisition Corp.,10.0,$10.72,5.2,2021,0.052,10.52,,,,,,
2021-12-03,BPAC,Bullpen Parlay Acquisition Company,10.0,$10.48,4.8,2021,0.048,10.48,,,,,,
2021-12-03,STET,ST Energy Transition I Ltd.,10.0,$10.49,4.9,2021,0.049,10.489999999999998,,,,,,
2021-12-02,GEEX,Games & Esports Experience Acquisition Corp.,10.0,$10.53,5.3,2021,0.053,10.53,,,,,,
2021-12-02,ROC,ROC Energy Acquisition Corp.,10.0,$4.61,-53.9,2021,-0.539,4.609999999999999,,,,,,
2021-12-02,UTAA,UTA Acquisition Corporation,10.0,$10.67,6.7,2021,0.067,10.67,,,,,,
2021-12-01,CMCAF,Capitalworks Emerging Markets Acquisition Corp,10.0,-,,2021,,,,,,data/raw/s1_filings/CMCAF_2021-12-01_risk_factors.txt,data/raw/s1_filings/CMCAF_2021-12-01_mda.txt,data/raw/s1_filings/CMCAF_2021-12-01.txt
2021-12-01,PACI,PROOF Acquisition Corp. I,10.0,$14.50,45.0,2021,0.45,14.5,,,,,,
2021-12-01,ROCL,Roth CH Acquisition V Co.,10.0,$9.88,-1.2,2021,-0.012,9.88,,,,,,
2021-12-01,TLGY,TLGY Acquisition Corporation,10.0,$11.64,16.4,2021,0.1639999999999999,11.64,,,,,,
2021-11-30,CNGL,Canna-Global Acquisition Corp.,10.0,$10.16,1.55,2021,0.0155,10.155,,,,,,
2021-11-24,BRD,Beard Energy Transition Acquisition Corp.,10.0,$10.73,7.3,2021,0.073,10.73,,,,,,
2021-11-24,MKULQ,"Molekule Group, Inc.",,-,,2021,,,,,,,,
2021-11-24,MNTN,Everest Consolidator Acquisition Corporation,10.0,$11.65,16.5,2021,0.165,11.65,,,,,,
2021-11-23,MAAQ,Mana Capital Acquisition Corp.,10.0,$5.99,-40.1,2021,-0.401,5.99,,,,,,
2021-11-23,VHNA,Vahanna Tech Edge Acquisition I Corp.,10.0,$11.12,11.2,2021,0.1119999999999999,11.12,,,,,,
2021-11-22,LAX,8i Acquisition 2 Corp.,10.0,$4.30,-57.0,2021,-0.57,4.300000000000001,,,,,,
2021-11-22,LGTO,Legato Merger Corp. II,10.0,$8.94,-10.6,2021,-0.106,8.94,,,,,,
2021-11-19,AHI,Advanced Human Imaging Limited,10.5,$1.50,-85.71,2021,-0.8571,1.5004500000000005,,,,,,
2021-11-19,ALOR,ALSP Orchid Acquisition Corporation I,10.0,$10.88,8.8,2021,0.088,10.88,,,,,,
2021-11-19,CREEF,Crescera Capital Acquisition Corp.,10.0,$10.94,9.4,2021,0.094,10.94,,,,,,
2021-11-19,FINW,FinWise Bancorp,10.5,$16.01,52.95,2021,0.5295000000000001,16.05975,,,,data/raw/s1_filings/FINW_2021-11-19_risk_factors.txt,data/raw/s1_filings/FINW_2021-11-19_mda.txt,data/raw/s1_filings/FINW_2021-11-19.txt
2021-11-19,FNUC,Frontier Nuclear and Minerals Inc.,,$2.28,,2021,,,,,,,,
2021-11-19,IFIN,InFinT Acquisition Corporation,10.0,$6.28,-37.2,2021,-0.372,6.279999999999999,,,,,,
2021-11-19,NFNT,Infinite Acquisition Corp.,10.0,$10.84,8.4,2021,0.084,10.84,,,,,,
2021-11-19,ZING,FTAC Zeus Acquisition Corp.,10.0,$10.49,4.85,2021,0.0484999999999999,10.485,,,,,,
2021-11-18,ARIZ,Arisz Acquisition Corp.,10.0,$6.03,-39.7,2021,-0.397,6.029999999999999,,,,,,
2021-11-18,BLEU,bleuacacia ltd.,10.0,$11.03,10.3,2021,0.103,11.03,,,,,,
2021-11-18,SG,"Sweetgreen, Inc.",28.0,$7.06,-74.75,2021,-0.7475,7.069999999999999,,,,data/raw/s1_filings/SG_2021-11-18_risk_factors.txt,data/raw/s1_filings/SG_2021-11-18_mda.txt,data/raw/s1_filings/SG_2021-11-18.txt
2021-11-17,BRZE,"Braze, Inc.",65.0,$23.65,-64.2,2021,-0.642,23.27,,,,data/raw/s1_filings/BRZE_2021-11-17_risk_factors.txt,data/raw/s1_filings/BRZE_2021-11-17_mda.txt,data/raw/s1_filings/BRZE_2021-11-17.txt
2021-11-17,IREN,IREN Limited,28.0,$48.90,80.86,2021,0.8086,50.6408,,,,,,
2021-11-17,LFAC,LF Capital Acquisition Corp. II,10.0,$10.84,8.4,2021,0.084,10.84,,,,,,
2021-11-17,NETC,Nabors Energy Transition Corp.,10.0,$11.00,10.0,2021,0.1,11.0,,,,,,
2021-11-17,SEVCF,Sono Group N.V.,,$0.04,,2021,,,,,,,,
2021-11-17,SGII,Seaport Global Acquisition II Corp.,10.0,$10.81,8.1,2021,0.081,10.81,,,,,,
2021-11-17,SUAC,ShoulderUp Technology Acquisition Corp.,10.0,$10.70,7.0,2021,0.07,10.7,,,,,,
2021-11-17,USER,"UserTesting, Inc.",14.0,-,,2021,,,,,,,,
2021-11-16,ENCP,Energem Corp.,10.0,$12.25,22.5,2021,0.225,12.25,,,,,,
2021-11-12,BTBD,"BT Brands, Inc.",5.0,$1.81,-63.8,2021,-0.638,1.81,,,,data/raw/s1_filings/BTBD_2021-11-12_risk_factors.txt,data/raw/s1_filings/BTBD_2021-11-12_mda.txt,data/raw/s1_filings/BTBD_2021-11-12.txt
2021-11-12,DERM,Journey Medical Corporation,10.0,$5.23,-48.5,2021,-0.485,5.15,,,,data/raw/s1_filings/DERM_2021-11-12_risk_factors.txt,data/raw/s1_filings/DERM_2021-11-12_mda.txt,data/raw/s1_filings/DERM_2021-11-12.txt
2021-11-12,IRRX,Integrated Rail & Resources Acquisition Corp.,10.0,$15.00,50.0,2021,0.5,15.0,,,,,,
2021-11-12,MCAG,Mountain Crest Acquisition Corp. V,10.0,$10.90,9.0,2021,0.09,10.9,,,,data/raw/s1_filings/MCAG_2021-11-12_risk_factors.txt,data/raw/s1_filings/MCAG_2021-11-12_mda.txt,data/raw/s1_filings/MCAG_2021-11-12.txt
2021-11-12,MYNA,Mynaric AG,17.48,$0.26,-98.5,2021,-0.985,0.2622000000000002,,,,,,
2021-11-11,BEAT,"HeartBeam, Inc.",6.0,$0.94,-84.94,2021,-0.8493999999999999,0.9036000000000004,,,,data/raw/s1_filings/BEAT_2021-11-11_risk_factors.txt,data/raw/s1_filings/BEAT_2021-11-11_mda.txt,data/raw/s1_filings/BEAT_2021-11-11.txt
2021-11-11,BLZE,"Backblaze, Inc.",16.0,$4.25,-73.69,2021,-0.7369,4.2096,,,,data/raw/s1_filings/BLZE_2021-11-11_risk_factors.txt,data/raw/s1_filings/BLZE_2021-11-11_mda.txt,data/raw/s1_filings/BLZE_2021-11-11.txt
2021-11-11,LGVC,LAMF Global Ventures Corp. I,10.0,$8.11,-18.9,2021,-0.1889999999999999,8.110000000000001,,,,,,
2021-11-11,LVLU,"Lulu's Fashion Lounge Holdings, Inc.",16.0,$10.00,-40.22,2021,-0.4022,9.5648,,,,data/raw/s1_filings/LVLU_2021-11-11_risk_factors.txt,data/raw/s1_filings/LVLU_2021-11-11_mda.txt,data/raw/s1_filings/LVLU_2021-11-11.txt
2021-11-11,PIK,Kidpik Corp.,8.5,$2.38,-72.0,2021,-0.72,2.3800000000000003,,,,,,
2021-11-11,TIVC,"Tivic Health Systems, Inc.",5.0,$1.28,-73.4,2021,-0.7340000000000001,1.3299999999999996,,,,data/raw/s1_filings/TIVC_2021-11-11_risk_factors.txt,data/raw/s1_filings/TIVC_2021-11-11_mda.txt,data/raw/s1_filings/TIVC_2021-11-11.txt
2021-11-11,VAXX,"Vaxxinity, Inc.",13.0,$0.09,-99.31,2021,-0.9931,0.0897000000000002,,,,,,
2021-11-11,VMGA,VMG Consumer Acquisition Corp.,10.0,$10.41,4.1,2021,0.0409999999999999,10.41,,,,,,
2021-11-11,WBEV,"Winc, Inc.",13.0,$0.14,,2021,,,,,,,,
2021-11-11,WEAV,"Weave Communications, Inc.",24.0,$4.88,-79.67,2021,-0.7967,4.879200000000001,,,,data/raw/s1_filings/WEAV_2021-11-11_risk_factors.txt,data/raw/s1_filings/WEAV_2021-11-11_mda.txt,data/raw/s1_filings/WEAV_2021-11-11.txt
2021-11-10,ACDI,Ascendant Digital Acquisition Corp. III,10.0,$10.38,3.8,2021,0.038,10.38,,,,,,
2021-11-10,AFAC,Arena Fortify Acquisition Corp.,10.0,$10.27,2.7,2021,0.027,10.27,,,,,,
2021-11-10,BCSA,Blockchain Coinvestors Acquisition Corp. I,10.0,$11.58,15.8,2021,0.158,11.579999999999998,,,,,,
2021-11-10,BJDX,"Bluejay Diagnostics, Inc.",10.0,$2.00,-100.0,2021,-1.0,0.0,,,,data/raw/s1_filings/BJDX_2021-11-10_risk_factors.txt,data/raw/s1_filings/BJDX_2021-11-10_mda.txt,data/raw/s1_filings/BJDX_2021-11-10.txt
2021-11-10,CBRG,Chain Bridge I,10.0,$11.46,14.6,2021,0.146,11.46,,,,,,
2021-11-10,CINT,CI&T Inc.,15.0,$4.34,-70.4,2021,-0.7040000000000001,4.439999999999999,,,,,,
2021-11-10,EXFY,"Expensify, Inc.",27.0,$0.96,-96.58,2021,-0.9658,0.9234000000000002,,,,data/raw/s1_filings/EXFY_2021-11-10_risk_factors.txt,data/raw/s1_filings/EXFY_2021-11-10_mda.txt,data/raw/s1_filings/EXFY_2021-11-10.txt
2021-11-10,RCFA,RCF Acquisition Corp.,10.0,$11.45,14.5,2021,0.145,11.45,,,,,,
2021-11-10,RIVN,"Rivian Automotive, Inc.",78.0,$16.62,-78.47,2021,-0.7847,16.793400000000005,,,,data/raw/s1_filings/RIVN_2021-11-10_risk_factors.txt,data/raw/s1_filings/RIVN_2021-11-10_mda.txt,data/raw/s1_filings/RIVN_2021-11-10.txt
2021-11-09,APNC,Apeiron Capital Investment Corp.,10.0,-,,2021,,,,,,,,
2021-11-09,DPCS,DP Cap Acquisition Corp. I,10.0,$12.60,26.0,2021,0.26,12.6,,,,,,
2021-11-09,GVCI,Green Visor Financial Technology Acquisition Corp. I,10.0,$10.59,5.9,2021,0.059,10.59,,,,,,
2021-11-09,HTAQ,Hunt Companies Acquisition Corp. I,10.0,$10.19,1.9,2021,0.019,10.19,,,,,,
2021-11-09,OLIT,OmniLit Acquisition Corp.,10.0,$8.44,-15.6,2021,-0.156,8.44,,,,,,
2021-11-09,SOPA,Society Pass Incorporated,9.0,$0.45,-95.13,2021,-0.9513,0.4383000000000007,,,,data/raw/s1_filings/SOPA_2021-11-09_risk_factors.txt,data/raw/s1_filings/SOPA_2021-11-09_mda.txt,data/raw/s1_filings/SOPA_2021-11-09.txt
2021-11-09,SWAG,"Stran & Company, Inc.",4.15,$1.62,-62.41,2021,-0.6241,1.5599850000000002,,,,data/raw/s1_filings/SWAG_2021-11-09_risk_factors.txt,data/raw/s1_filings/SWAG_2021-11-09_mda.txt,data/raw/s1_filings/SWAG_2021-11-09.txt
2021-11-09,TCBX,"Third Coast Bancshares, Inc.",25.0,$38.10,50.04,2021,0.5004,37.51,,,,data/raw/s1_filings/TCBX_2021-11-09_risk_factors.txt,data/raw/s1_filings/TCBX_2021-11-09_mda.txt,data/raw/s1_filings/TCBX_2021-11-09.txt
2021-11-05,CIAN,Cian PLC,16.0,-,,2021,,,,,,,,
2021-11-05,IOBT,"IO Biotech, Inc.",14.0,$0.01,-99.66,2021,-0.9966,0.0476000000000009,,,,,,
2021-11-05,IQMD,Intelligent Medicine Acquisition Corp.,10.0,$11.04,10.4,2021,0.104,11.04,,,,,,
2021-11-05,MCAA,Mountain & Co. I Acquisition Corp.,10.0,$11.39,13.9,2021,0.139,11.39,,,,,,
2021-11-05,NPAB,New Providence Acquisition Corp. II,10.0,$10.90,9.0,2021,0.09,10.9,,,,,,
2021-11-05,QUCY,Mainz Biomed N.V.,,$0.50,,2021,,,,,,,,
2021-11-05,RGF,Rio Grande Forestal (RIVERFOREST) S.A.,12.0,$1.25,-89.58,2021,-0.8957999999999999,1.2504000000000008,,,,,,
2021-11-05,RRAC,Rigel Resource Acquisition Corp.,10.0,$11.50,15.0,2021,0.15,11.5,,,,,,
2021-11-05,SVNA,7 Acquisition Corporation,10.0,$10.50,5.0,2021,0.05,10.5,,,,,,
2021-11-04,ARHS,"Arhaus, Inc.",13.0,$7.55,-41.15,2021,-0.4115,7.6505,,,,data/raw/s1_filings/ARHS_2021-11-04_risk_factors.txt,data/raw/s1_filings/ARHS_2021-11-04_mda.txt,data/raw/s1_filings/ARHS_2021-11-04.txt
2021-11-04,CDRE,"Cadre Holdings, Inc.",13.0,$29.27,126.62,2021,1.2662,29.4606,,,,data/raw/s1_filings/CDRE_2021-11-04_risk_factors.txt,data/raw/s1_filings/CDRE_2021-11-04_mda.txt,data/raw/s1_filings/CDRE_2021-11-04.txt
2021-11-04,CNDB,Concord Acquisition Corp. III,10.0,$6.58,-34.2,2021,-0.342,6.579999999999999,,,,,,
2021-11-04,DHAC,Digital Health Acquisition Corp.,10.0,$12.11,21.1,2021,0.211,12.11,,,,,,
2021-11-04,EVO,Evotec SE,26.16,$3.12,-87.96,2021,-0.8795999999999999,3.149664000000002,,,,,,
2021-11-04,FNVT,Finnovate Acquisition Corp.,10.0,$15.01,50.1,2021,0.501,15.009999999999998,,,,,,
2021-11-04,JUN,Juniper II Corp.,10.0,$10.59,5.9,2021,0.059,10.59,,,,,,
2021-11-04,LGST,Semper Paratus Acquisition Corporation,10.0,$4.51,-54.9,2021,-0.5489999999999999,4.510000000000001,,,,,,
2021-11-04,LION,Lionheart III Corp.,10.0,$6.44,-35.6,2021,-0.356,6.44,,,,,,
2021-11-04,MDXH,MDxHealth SA,13.46,$2.08,-84.55,2021,-0.8454999999999999,2.0795700000000013,,,,,,
2021-11-04,MPRA,Mercato Partners Acquisition Corporation,10.0,$11.51,15.1,2021,0.151,11.51,,,,,,
2021-11-04,NRDS,"NerdWallet, Inc.",18.0,$11.00,-39.56,2021,-0.3956,10.8792,,,,data/raw/s1_filings/NRDS_2021-11-04_risk_factors.txt,data/raw/s1_filings/NRDS_2021-11-04_mda.txt,data/raw/s1_filings/NRDS_2021-11-04.txt
2021-11-04,SHCA,Spindletop Health Acquisition Corp.,10.0,$10.06,0.55,2021,0.0055,10.055,,,,,,
2021-11-04,SZZL,Sizzle Acquisition Corp.,10.0,$22.50,125.0,2021,1.25,22.5,,,,,,
2021-11-04,TOAC,Talon 1 Acquisition Corp.,10.0,$10.55,5.5,2021,0.055,10.55,,,,,,
2021-11-03,BIRD,"Allbirds, Inc.",15.0,$6.92,-53.2,2021,-0.532,7.02,,,,data/raw/s1_filings/BIRD_2021-11-03_risk_factors.txt,data/raw/s1_filings/BIRD_2021-11-03_mda.txt,data/raw/s1_filings/BIRD_2021-11-03.txt
2021-11-03,CMTG,"Claros Mortgage Trust, Inc.",18.65,$2.66,-86.01,2021,-0.8601000000000001,2.609134999999998,,,,,,
2021-11-03,FRLA,Fortune Rise Acquisition Corp.,10.0,$11.35,13.5,2021,0.135,11.35,,,,,,
2021-11-03,INTE,Integral Acquisition Corporation 1,10.0,$11.30,13.0,2021,0.13,11.3,,,,,,
2021-11-03,MLAI,McLaren Technology Acquisition Corp.,10.0,$10.39,3.9,2021,0.039,10.39,,,,,,
2021-11-03,ONYX,Onyx Acquisition Co. I,10.0,$11.39,13.9,2021,0.139,11.39,,,,,,
2021-11-03,TGVC,TG Venture Acquisition Corp.,10.0,-,,2021,,,,,,,,
2021-11-03,TRAQ,Trine II Acquisition Corp.,10.0,$10.50,5.0,2021,0.05,10.5,,,,,,
2021-11-01,LIANY,LianBio,16.0,$0.34,-97.88,2021,-0.9788,0.3391999999999999,,,,data/raw/s1_filings/LIANY_2021-11-01_risk_factors.txt,data/raw/s1_filings/LIANY_2021-11-01_mda.txt,data/raw/s1_filings/LIANY_2021-11-01.txt
2021-11-01,LIBY,Liberty Resources Acquisition Corp.,10.0,-,,2021,,,,,,,,
2021-11-01,VSAC,Vision Sensing Acquisition Corp.,10.0,$11.70,17.0,2021,0.17,11.7,,,,,,
2021-10-29,AEAE,AltEnergy Acquisition Corp.,10.0,$11.16,11.6,2021,0.1159999999999999,11.16,,,,data/raw/s1_filings/AEAE_2021-10-29_risk_factors.txt,data/raw/s1_filings/AEAE_2021-10-29_mda.txt,data/raw/s1_filings/AEAE_2021-10-29.txt
2021-10-29,AIRS,"AirSculpt Technologies, Inc.",11.0,$2.45,-77.82,2021,-0.7781999999999999,2.4398000000000013,,,,data/raw/s1_filings/AIRS_2021-10-29_risk_factors.txt,data/raw/s1_filings/AIRS_2021-10-29_mda.txt,data/raw/s1_filings/AIRS_2021-10-29.txt
2021-10-29,ARCK,Arbor Rapha Capital Bioholdings Corp. I,10.0,$11.90,19.0,2021,0.19,11.9,,,,,,
2021-10-29,AURA,"Aura Biosciences, Inc.",14.0,$7.23,-48.07,2021,-0.4807,7.2702,,,,data/raw/s1_filings/AURA_2021-10-29_risk_factors.txt,data/raw/s1_filings/AURA_2021-10-29_mda.txt,data/raw/s1_filings/AURA_2021-10-29.txt
2021-10-29,BFRI,Biofrontera Inc.,5.0,$1.11,-78.4,2021,-0.784,1.0799999999999998,,,,data/raw/s1_filings/BFRI_2021-10-29_risk_factors.txt,data/raw/s1_filings/BFRI_2021-10-29_mda.txt,data/raw/s1_filings/BFRI_2021-10-29.txt
2021-10-29,CCTS,Cactus Acquisition Corp. 1 Limited,10.0,$13.09,30.9,2021,0.309,13.09,,,,,,
2021-10-29,HRT,HireRight Holdings Corporation,19.0,$14.36,-24.42,2021,-0.2442,14.3602,,,,,,
2021-10-29,PEGR,Project Energy Reimagined Acquisition Corp.,10.0,$9.73,-2.7,2021,-0.027,9.73,,,,,,
2021-10-29,SEDA,SDCL EDGE Acquisition Corporation,10.0,$11.30,13.0,2021,0.13,11.3,,,,,,
2021-10-29,SONX,"Sonendo, Inc.",12.0,$0.06,-99.54,2021,-0.9954,0.0551999999999992,,,,data/raw/s1_filings/SONX_2021-10-29_risk_factors.txt,data/raw/s1_filings/SONX_2021-10-29_mda.txt,data/raw/s1_filings/SONX_2021-10-29.txt
2021-10-29,TRDA,"Entrada Therapeutics, Inc.",20.0,$12.97,-36.85,2021,-0.3685,12.63,,,,data/raw/s1_filings/TRDA_2021-10-29_risk_factors.txt,data/raw/s1_filings/TRDA_2021-10-29_mda.txt,data/raw/s1_filings/TRDA_2021-10-29.txt
2021-10-29,UDMY,"Udemy, Inc.",29.0,$4.46,-84.86,2021,-0.8486,4.390599999999999,,,,data/raw/s1_filings/UDMY_2021-10-29_risk_factors.txt,data/raw/s1_filings/UDMY_2021-10-29_mda.txt,data/raw/s1_filings/UDMY_2021-10-29.txt
2021-10-28,ADAL,Anthemis Digital Acquisitions I Corp.,10.0,$10.47,4.7,2021,0.047,10.47,,,,,,
2021-10-28,DTC,"Solo Brands, Inc.",17.0,$19.55,15.0,2021,0.15,19.55,,,,,,
2021-10-28,FIAC,Focus Impact Acquisition Corp.,10.0,$8.88,-11.2,2021,-0.1119999999999999,8.88,,,,,,
2021-10-28,FLNC,"Fluence Energy, Inc.",28.0,$13.22,-52.21,2021,-0.5221,13.3812,,,,data/raw/s1_filings/FLNC_2021-10-28_risk_factors.txt,data/raw/s1_filings/FLNC_2021-10-28_mda.txt,data/raw/s1_filings/FLNC_2021-10-28.txt
2021-10-28,GFS,GLOBALFOUNDRIES Inc.,47.0,$59.77,31.47,2021,0.3147,61.7909,,,,,,
2021-10-28,PCCT,Perception Capital Corp. II,10.0,-,,2021,,,,,,,,
2021-10-28,SCMA,Seaport Calibre Materials Acquisition Corp.,10.0,$10.39,3.9,2021,0.039,10.39,,,,,,
2021-10-27,AIP,"Arteris, Inc.",14.0,$26.55,87.71,2021,0.8771,26.2794,,,,data/raw/s1_filings/AIP_2021-10-27_risk_factors.txt,data/raw/s1_filings/AIP_2021-10-27_mda.txt,data/raw/s1_filings/AIP_2021-10-27.txt
2021-10-27,DMAQ,Deep Medicine Acquisition Corp.,10.0,$2.96,-70.4,2021,-0.7040000000000001,2.959999999999999,,,,,,
2021-10-27,INFA,Informatica Inc.,29.0,$24.79,-14.52,2021,-0.1452,24.7892,,,,,,
2021-10-27,IOAC,Innovative International Acquisition Corp.,10.0,$9.60,-4.0,2021,-0.04,9.6,,,,,,
2021-10-27,LVAC,LAVA Medtech Acquisition Corp.,10.0,$10.44,4.4,2021,0.044,10.44,,,,,,
2021-10-27,MRAI,"Marpai, Inc.",4.0,$0.57,-85.88,2021,-0.8588,0.5648,,,,data/raw/s1_filings/MRAI_2021-10-27_risk_factors.txt,data/raw/s1_filings/MRAI_2021-10-27_mda.txt,data/raw/s1_filings/MRAI_2021-10-27.txt
2021-10-27,OHAA,OPY Acquisition Corp. I,10.0,$10.49,4.9,2021,0.049,10.489999999999998,,,,,,
2021-10-27,PHYT,Pyrophyte Acquisition Corp.,10.0,$11.55,15.5,2021,0.155,11.55,,,,,,
2021-10-27,RENT,"Rent the Runway, Inc.",21.0,$4.88,-76.48,2021,-0.7648,4.9392,,,,data/raw/s1_filings/RENT_2021-10-27_risk_factors.txt,data/raw/s1_filings/RENT_2021-10-27_mda.txt,data/raw/s1_filings/RENT_2021-10-27.txt
2021-10-27,USCTF,Roth CH Acquisition Co.,10.0,$0.57,-94.3,2021,-0.943,0.5700000000000005,,,,,,
2021-10-22,ARIS,"Aris Water Solutions, Inc.",13.0,-,,2021,,,,,,,,
2021-10-22,ICNC,Iconic Sports Acquisition Corp.,10.0,$10.81,8.1,2021,0.081,10.81,,,,,,
2021-10-22,MBSC,M3-Brigade Acquisition III Corp.,10.0,$9.37,-6.3,2021,-0.063,9.37,,,,,,
2021-10-22,PGSS,Pegasus Digital Mobility Acquisition Corp.,10.0,$6.00,-40.0,2021,-0.4,6.0,,,,,,
2021-10-22,UTRS,"Minerva Surgical, Inc.",12.0,$0.01,-99.9,2021,-0.999,0.0119999999999986,,,,,,
2021-10-22,XLO,"Xilio Therapeutics, Inc.",16.0,$8.35,-48.06,2021,-0.4806,8.3104,,,,data/raw/s1_filings/XLO_2021-10-22_risk_factors.txt,data/raw/s1_filings/XLO_2021-10-22_mda.txt,data/raw/s1_filings/XLO_2021-10-22.txt
2021-10-21,COCO,"The Vita Coco Company, Inc.",15.0,$51.74,235.93,2021,2.3593,50.389500000000005,,,,data/raw/s1_filings/COCO_2021-10-21_risk_factors.txt,data/raw/s1_filings/COCO_2021-10-21_mda.txt,data/raw/s1_filings/COCO_2021-10-21.txt
2021-10-21,ENER,Accretion Acquisition Corp.,10.0,$10.56,5.6,2021,0.0559999999999999,10.56,,,,,,
2021-10-21,ENFN,"Enfusion, Inc.",17.0,$10.76,-36.71,2021,-0.3671,10.7593,,,,,,
2021-10-21,GOGN,GoGreen Investments Corporation,10.0,$12.50,25.0,2021,0.25,12.5,,,,,,
2021-10-21,GTAC,Global Technology Acquisition Corp. I,10.0,$11.48,14.8,2021,0.148,11.48,,,,,,
2021-10-21,NHIC,NewHold Investment Corp. II,10.0,$10.26,2.6,2021,0.026,10.26,,,,,,
2021-10-21,PTLO,Portillo's Inc.,20.0,$6.35,-67.9,2021,-0.679,6.419999999999999,,,,data/raw/s1_filings/PTLO_2021-10-21_risk_factors.txt,data/raw/s1_filings/PTLO_2021-10-21_mda.txt,data/raw/s1_filings/PTLO_2021-10-21.txt
2021-10-21,RPC,"Ridgepost Capital, Inc",,$7.84,,2021,,,,,,data/raw/s1_filings/RPC_2021-10-21_risk_factors.txt,data/raw/s1_filings/RPC_2021-10-21_mda.txt,data/raw/s1_filings/RPC_2021-10-21.txt
2021-10-21,RWAY,Runway Growth Finance Corp.,14.6,$6.44,-56.03,2021,-0.5603,6.419619999999999,,,,,,
2021-10-21,THAC,Thrive Acquisition Corporation,10.0,$10.36,3.55,2021,0.0355,10.355,,,,,,
2021-10-21,VTYX,"Ventyx Biosciences, Inc.",16.0,$14.00,-12.5,2021,-0.125,14.0,,,,,,
2021-10-21,XFIN,ExcelFin Acquisition Corp.,10.0,$9.24,-7.6,2021,-0.076,9.24,,,,,,
2021-10-20,ACAQ,Athena Consumer Acquisition Corp.,10.0,$2.55,-74.5,2021,-0.745,2.55,,,,,,
