ticker,first_day_close,underpricing,first_week_return,first_month_return,status
RPLA,,,,,no_data
SILK,,,,,no_data
TW,34.66329574584961,0.28382576836480033,0.1745321084763296,0.12398744328983605,ok
RUHN,,,,,no_data
LYFT,78.29000091552734,0.08736112382676867,-0.049048459859240646,-0.2260825208322228,ok
DTIL,523.2000122070312,31.700000762939453,-0.13130735971742777,-0.252867001574525,ok
JFK,,,,,no_data
WTRE,24.666776657104492,-0.02348469290956094,0.01696493986659187,-0.005969227129026534,ok
GNFT,,,,,no_data
LEVI,19.226633071899414,0.1309784159940832,0.012494478087095286,0.018295202331916345,ok
INSU,,,,,no_data
TIGR,10.920000076293945,0.36500000953674316,0.17857140985725453,0.32783881856171593,ok
TRNE,,,,,no_data
CRSA,,,,,no_data
FUTU,14.730839729309082,0.2275699774424235,0.174934620709479,0.09660558557152943,ok
SWAV,,,,,no_data
THCB,,,,,no_data
HCAC,,,,,no_data
DPHC,,,,,no_data
KLDO,14.229999542236328,-0.05133336385091146,-0.10681655326676691,-0.01616300419080564,ok
SHLL,,,,,no_data
SLE,90720.0,8246.272727272728,-0.015873015873015872,-0.13968253968253969,ok
ACAM,,,,,no_data
SOLY,,,,,no_data
AREC,4.239999771118164,0.059999942779541016,-0.06108486757196755,-0.06226408367862793,ok
HOTH,213.25,37.080357142857146,-0.19226260257913247,-0.36107854630715125,ok
MITO,,,,,no_data
AVDR,25.0,0.7857142857142857,0.0,0.0,ok
TCRR,,,,,no_data
BACK,110.4000015258789,20.520468133699595,0.08695650671590574,-0.15217393858296024,ok
ANCN,,,,,no_data
GOSS,17.940000534057617,0.12125003337860107,0.07580817516817148,0.1070234124379753,ok
HARP,,,,,no_data
RMG,,,,,no_data
ALEC,18.079999923706055,-0.04842105664704975,0.039822971039421666,-0.11670352132638374,ok
MNCL,,,,,no_data
INMB,7.989999771118164,-0.0012500286102294922,-0.03754689893510742,-0.06132663143363155,ok
IPV,,,,,no_data
GMHI,,,,,no_data
NFE,11.476091384887695,-0.18027918679373606,0.07574578549279788,0.12853850159312868,ok
RBKB,11.75,0.175,-0.014468091599484707,-0.0008510833090924203,ok
BCOW,9.600000381469727,-0.039999961853027344,0.041666625274553885,-0.01208335113194183,ok
MDJH,,,,,no_data
MTC,604.0,150.0,-0.009271482758174668,-0.2052980132450331,ok
SXTC,86100.0,21524.0,0.08013937282229965,0.003484320557491289,ok
MRM,15.109999656677246,0.00733331044514974,-0.05029776919099194,0.00860358156153033,ok
VTAQ,,,,,no_data
CFIV,,,,,no_data
GBS,,,,,no_data
HCAR,,,,,no_data
IKT,59.400001525878906,4.94000015258789,-0.2767677107591286,-0.33333337614699404,ok
VHAQ,,,,,no_data
VII,,,,,no_data
ACKIT,,,,,no_data
DUNE,,,,,no_data
GFX,,,,,no_data
IIII,,,,,no_data
MASS,49.0,1.45,0.36448980837452166,0.3244898270587532,ok
MTAC,,,,,no_data
SVOK,,,,,no_data
COOL,,,,,no_data
MDWT,,,,,no_data
SCOA,,,,,no_data
VIRI,,,,,no_data
BCAB,1551.0,85.16666666666667,0.041263700838168924,0.4629271437782076,ok
CCV,,,,,no_data
LOGC,601.5,24.0625,0.04438904772573774,0.23865334628922485,ok
SCPS,5.920000076293945,0.07636365023526279,2.2685811033947263,1.231418896605274,ok
UPST,29.469999313354492,0.4734999656677246,0.5717679258253004,0.9002375739663927,ok
ATA,,,,,no_data
BLUW,,,,,no_data
KINZ,,,,,no_data
MRAC,,,,,no_data
OCG,19250.0,4811.5,-0.021666700487012986,-0.166666700487013,ok
WNW,843500.0,168699.0,2.4074688796680497,1.3510373443983403,ok
ABCL,58.900001525878906,1.9450000762939452,-0.1643463506689839,-0.3787776026370503,ok
CBAH,,,,,no_data
CERT,38.08000183105469,0.6556522535241168,-0.06643914055515864,-0.0798319529766458,ok
DWIN,,,,,no_data
EDTX,,,,,no_data
FDMT,40.5,0.7608695652173914,0.16938273111979166,0.022716004171489196,ok
GHVI,,,,,no_data
GLAQ,,,,,no_data
MOTV,,,,,no_data
NBTX,16.979999542236328,0.25777774386935765,0.08539462909481814,0.1083627916485536,ok
ROCC,,,,,no_data
SNRH,,,,,no_data
TVAC,,,,,no_data
VVOS,224.75,36.458333333333336,-0.14349276974416017,-0.1935483870967742,ok
ABNB,144.7100067138672,1.1280883340274586,0.01617024552087447,0.023633460094488287,ok
CTAQ,,,,,no_data
HYFM,519.9000244140625,24.995001220703124,0.017695615964326075,0.41431035442182607,ok
PCPC,,,,,no_data
RMGB,,,,,no_data
AI,92.48999786376953,1.2021428062802268,0.2292140238651822,0.5529247291622621,ok
ALTU,,,,,no_data
DASH,189.50999450683594,0.8579411226160386,-0.1660070305893197,-0.17634952845581872,ok
FLAC,,,,,no_data
HMCO,,,,,no_data
